year,election_date,start_date,date,event_type
2008,2008-11-04,2008-08-04,2008-10-17,election_window
2008,2008-11-04,2008-08-04,2008-10-18,election_window
2008,2008-11-04,2008-08-04,2008-10-19,election_window
2008,2008-11-04,2008-08-04,2008-10-20,election_window
2008,2008-11-04,2008-08-04,2008-10-21,election_window
2008,2008-11-04,2008-08-04,2008-10-22,election_window
2008,2008-11-04,2008-08-04,2008-10-23,election_window
2008,2008-11-04,2008-08-04,2008-10-24,election_window
2008,2008-11-04,2008-08-04,2008-10-25,election_window
2008,2008-11-04,2008-08-04,2008-10-26,election_window
2008,2008-11-04,2008-08-04,2008-10-27,election_window
2008,2008-11-04,2008-08-04,2008-10-28,election_window
2008,2008-11-04,2008-08-04,2008-10-29,election_window
2008,2008-11-04,2008-08-04,2008-10-30,election_window
2008,2008-11-04,2008-08-04,2008-10-31,election_window
2008,2008-11-04,2008-08-04,2008-11-01,election_window
2008,2008-11-04,2008-08-04,2008-11-02,election_window
2008,2008-11-04,2008-08-04,2008-11-03,election_window
2008,2008-11-04,2008-08-04,2008-11-04,election_window
2012,2012-11-06,2012-08-06,2012-08-06,election_window
2012,2012-11-06,2012-08-06,2012-08-07,election_window
2012,2012-11-06,2012-08-06,2012-08-08,election_window
2012,2012-11-06,2012-08-06,2012-08-09,election_window
2012,2012-11-06,2012-08-06,2012-08-10,election_window
2012,2012-11-06,2012-08-06,2012-08-11,election_window
2012,2012-11-06,2012-08-06,2012-08-12,election_window
2012,2012-11-06,2012-08-06,2012-08-13,election_window
2012,2012-11-06,2012-08-06,2012-08-14,election_window
2012,2012-11-06,2012-08-06,2012-08-15,election_window
2012,2012-11-06,2012-08-06,2012-08-16,election_window
2012,2012-11-06,2012-08-06,2012-08-17,election_window
2012,2012-11-06,2012-08-06,2012-08-18,election_window
2012,2012-11-06,2012-08-06,2012-08-19,election_window
2012,2012-11-06,2012-08-06,2012-08-20,election_window
2012,2012-11-06,2012-08-06,2012-08-21,election_window
2012,2012-11-06,2012-08-06,2012-08-22,election_window
2012,2012-11-06,2012-08-06,2012-08-23,election_window
2012,2012-11-06,2012-08-06,2012-08-24,election_window
2012,2012-11-06,2012-08-06,2012-08-25,election_window
2012,2012-11-06,2012-08-06,2012-08-26,election_window
2012,2012-11-06,2012-08-06,2012-08-27,election_window
2012,2012-11-06,2012-08-06,2012-08-28,election_window
2012,2012-11-06,2012-08-06,2012-08-29,election_window
2012,2012-11-06,2012-08-06,2012-08-30,election_window
2012,2012-11-06,2012-08-06,2012-08-31,election_window
2012,2012-11-06,2012-08-06,2012-09-01,election_window
2012,2012-11-06,2012-08-06,2012-09-02,election_window
2012,2012-11-06,2012-08-06,2012-09-03,election_window
2012,2012-11-06,2012-08-06,2012-09-04,election_window
2012,2012-11-06,2012-08-06,2012-09-05,election_window
2012,2012-11-06,2012-08-06,2012-09-06,election_window
2012,2012-11-06,2012-08-06,2012-09-07,election_window
2012,2012-11-06,2012-08-06,2012-09-08,election_window
2012,2012-11-06,2012-08-06,2012-09-09,election_window
2012,2012-11-06,2012-08-06,2012-09-10,election_window
2012,2012-11-06,2012-08-06,2012-09-11,election_window
2012,2012-11-06,2012-08-06,2012-09-12,election_window
2012,2012-11-06,2012-08-06,2012-09-13,election_window
2012,2012-11-06,2012-08-06,2012-09-14,election_window
2012,2012-11-06,2012-08-06,2012-09-15,election_window
2012,2012-11-06,2012-08-06,2012-09-16,election_window
2012,2012-11-06,2012-08-06,2012-09-17,election_window
2012,2012-11-06,2012-08-06,2012-09-18,election_window
2012,2012-11-06,2012-08-06,2012-09-19,election_window
2012,2012-11-06,2012-08-06,2012-09-20,election_window
2012,2012-11-06,2012-08-06,2012-09-21,election_window
2012,2012-11-06,2012-08-06,2012-09-22,election_window
2012,2012-11-06,2012-08-06,2012-09-23,election_window
2012,2012-11-06,2012-08-06,2012-09-24,election_window
2012,2012-11-06,2012-08-06,2012-09-25,election_window
2012,2012-11-06,2012-08-06,2012-09-26,election_window
2012,2012-11-06,2012-08-06,2012-09-27,election_window
2012,2012-11-06,2012-08-06,2012-09-28,election_window
2012,2012-11-06,2012-08-06,2012-09-29,election_window
2012,2012-11-06,2012-08-06,2012-09-30,election_window
2012,2012-11-06,2012-08-06,2012-10-01,election_window
2012,2012-11-06,2012-08-06,2012-10-02,election_window
2012,2012-11-06,2012-08-06,2012-10-03,election_window
2012,2012-11-06,2012-08-06,2012-10-04,election_window
2012,2012-11-06,2012-08-06,2012-10-05,election_window
2012,2012-11-06,2012-08-06,2012-10-06,election_window
2012,2012-11-06,2012-08-06,2012-10-07,election_window
2012,2012-11-06,2012-08-06,2012-10-08,election_window
2012,2012-11-06,2012-08-06,2012-10-09,election_window
2012,2012-11-06,2012-08-06,2012-10-10,election_window
2012,2012-11-06,2012-08-06,2012-10-11,election_window
2012,2012-11-06,2012-08-06,2012-10-12,election_window
2012,2012-11-06,2012-08-06,2012-10-13,election_window
2012,2012-11-06,2012-08-06,2012-10-14,election_window
2012,2012-11-06,2012-08-06,2012-10-15,election_window
2012,2012-11-06,2012-08-06,2012-10-16,election_window
2012,2012-11-06,2012-08-06,2012-10-17,election_window
2012,2012-11-06,2012-08-06,2012-10-18,election_window
2012,2012-11-06,2012-08-06,2012-10-19,election_window
2012,2012-11-06,2012-08-06,2012-10-20,election_window
2012,2012-11-06,2012-08-06,2012-10-21,election_window
2012,2012-11-06,2012-08-06,2012-10-22,election_window
2012,2012-11-06,2012-08-06,2012-10-23,election_window
2012,2012-11-06,2012-08-06,2012-10-24,election_window
2012,2012-11-06,2012-08-06,2012-10-25,election_window
2012,2012-11-06,2012-08-06,2012-10-26,election_window
2012,2012-11-06,2012-08-06,2012-10-27,election_window
2012,2012-11-06,2012-08-06,2012-10-28,election_window
2012,2012-11-06,2012-08-06,2012-10-29,election_window
2012,2012-11-06,2012-08-06,2012-10-30,election_window
2012,2012-11-06,2012-08-06,2012-10-31,election_window
2012,2012-11-06,2012-08-06,2012-11-01,election_window
2012,2012-11-06,2012-08-06,2012-11-02,election_window
2012,2012-11-06,2012-08-06,2012-11-03,election_window
2012,2012-11-06,2012-08-06,2012-11-04,election_window
2012,2012-11-06,2012-08-06,2012-11-05,election_window
2012,2012-11-06,2012-08-06,2012-11-06,election_window
2016,2016-11-08,2016-08-08,2016-08-08,election_window
2016,2016-11-08,2016-08-08,2016-08-09,election_window
2016,2016-11-08,2016-08-08,2016-08-10,election_window
2016,2016-11-08,2016-08-08,2016-08-11,election_window
2016,2016-11-08,2016-08-08,2016-08-12,election_window
2016,2016-11-08,2016-08-08,2016-08-13,election_window
2016,2016-11-08,2016-08-08,2016-08-14,election_window
2016,2016-11-08,2016-08-08,2016-08-15,election_window
2016,2016-11-08,2016-08-08,2016-08-16,election_window
2016,2016-11-08,2016-08-08,2016-08-17,election_window
2016,2016-11-08,2016-08-08,2016-08-18,election_window
2016,2016-11-08,2016-08-08,2016-08-19,election_window
2016,2016-11-08,2016-08-08,2016-08-20,election_window
2016,2016-11-08,2016-08-08,2016-08-21,election_window
2016,2016-11-08,2016-08-08,2016-08-22,election_window
2016,2016-11-08,2016-08-08,2016-08-23,election_window
2016,2016-11-08,2016-08-08,2016-08-24,election_window
2016,2016-11-08,2016-08-08,2016-08-25,election_window
2016,2016-11-08,2016-08-08,2016-08-26,election_window
2016,2016-11-08,2016-08-08,2016-08-27,election_window
2016,2016-11-08,2016-08-08,2016-08-28,election_window
2016,2016-11-08,2016-08-08,2016-08-29,election_window
2016,2016-11-08,2016-08-08,2016-08-30,election_window
2016,2016-11-08,2016-08-08,2016-08-31,election_window
2016,2016-11-08,2016-08-08,2016-09-01,election_window
2016,2016-11-08,2016-08-08,2016-09-02,election_window
2016,2016-11-08,2016-08-08,2016-09-03,election_window
2016,2016-11-08,2016-08-08,2016-09-04,election_window
2016,2016-11-08,2016-08-08,2016-09-05,election_window
2016,2016-11-08,2016-08-08,2016-09-06,election_window
2016,2016-11-08,2016-08-08,2016-09-07,election_window
2016,2016-11-08,2016-08-08,2016-09-08,election_window
2016,2016-11-08,2016-08-08,2016-09-09,election_window
2016,2016-11-08,2016-08-08,2016-09-10,election_window
2016,2016-11-08,2016-08-08,2016-09-11,election_window
2016,2016-11-08,2016-08-08,2016-09-12,election_window
2016,2016-11-08,2016-08-08,2016-09-13,election_window
2016,2016-11-08,2016-08-08,2016-09-14,election_window
2016,2016-11-08,2016-08-08,2016-09-15,election_window
2016,2016-11-08,2016-08-08,2016-09-16,election_window
2016,2016-11-08,2016-08-08,2016-09-17,election_window
2016,2016-11-08,2016-08-08,2016-09-18,election_window
2016,2016-11-08,2016-08-08,2016-09-19,election_window
2016,2016-11-08,2016-08-08,2016-09-20,election_window
2016,2016-11-08,2016-08-08,2016-09-21,election_window
2016,2016-11-08,2016-08-08,2016-09-22,election_window
2016,2016-11-08,2016-08-08,2016-09-23,election_window
2016,2016-11-08,2016-08-08,2016-09-24,election_window
2016,2016-11-08,2016-08-08,2016-09-25,election_window
2016,2016-11-08,2016-08-08,2016-09-26,election_window
2016,2016-11-08,2016-08-08,2016-09-27,election_window
2016,2016-11-08,2016-08-08,2016-09-28,election_window
2016,2016-11-08,2016-08-08,2016-09-29,election_window
2016,2016-11-08,2016-08-08,2016-09-30,election_window
2016,2016-11-08,2016-08-08,2016-10-01,election_window
2016,2016-11-08,2016-08-08,2016-10-02,election_window
2016,2016-11-08,2016-08-08,2016-10-03,election_window
2016,2016-11-08,2016-08-08,2016-10-04,election_window
2016,2016-11-08,2016-08-08,2016-10-05,election_window
2016,2016-11-08,2016-08-08,2016-10-06,election_window
2016,2016-11-08,2016-08-08,2016-10-07,election_window
2016,2016-11-08,2016-08-08,2016-10-08,election_window
2016,2016-11-08,2016-08-08,2016-10-09,election_window
2016,2016-11-08,2016-08-08,2016-10-10,election_window
2016,2016-11-08,2016-08-08,2016-10-11,election_window
2016,2016-11-08,2016-08-08,2016-10-12,election_window
2016,2016-11-08,2016-08-08,2016-10-13,election_window
2016,2016-11-08,2016-08-08,2016-10-14,election_window
2016,2016-11-08,2016-08-08,2016-10-15,election_window
2016,2016-11-08,2016-08-08,2016-10-16,election_window
2016,2016-11-08,2016-08-08,2016-10-17,election_window
2016,2016-11-08,2016-08-08,2016-10-18,election_window
2016,2016-11-08,2016-08-08,2016-10-19,election_window
2016,2016-11-08,2016-08-08,2016-10-20,election_window
2016,2016-11-08,2016-08-08,2016-10-21,election_window
2016,2016-11-08,2016-08-08,2016-10-22,election_window
2016,2016-11-08,2016-08-08,2016-10-23,election_window
2016,2016-11-08,2016-08-08,2016-10-24,election_window
2016,2016-11-08,2016-08-08,2016-10-25,election_window
2016,2016-11-08,2016-08-08,2016-10-26,election_window
2016,2016-11-08,2016-08-08,2016-10-27,election_window
2016,2016-11-08,2016-08-08,2016-10-28,election_window
2016,2016-11-08,2016-08-08,2016-10-29,election_window
2016,2016-11-08,2016-08-08,2016-10-30,election_window
2016,2016-11-08,2016-08-08,2016-10-31,election_window
2016,2016-11-08,2016-08-08,2016-11-01,election_window
2016,2016-11-08,2016-08-08,2016-11-02,election_window
2016,2016-11-08,2016-08-08,2016-11-03,election_window
2016,2016-11-08,2016-08-08,2016-11-04,election_window
2016,2016-11-08,2016-08-08,2016-11-05,election_window
2016,2016-11-08,2016-08-08,2016-11-06,election_window
2016,2016-11-08,2016-08-08,2016-11-07,election_window
2016,2016-11-08,2016-08-08,2016-11-08,election_window
2020,2020-11-03,2020-08-03,2020-08-03,election_window
2020,2020-11-03,2020-08-03,2020-08-04,election_window
2020,2020-11-03,2020-08-03,2020-08-05,election_window
2020,2020-11-03,2020-08-03,2020-08-06,election_window
2020,2020-11-03,2020-08-03,2020-08-07,election_window
2020,2020-11-03,2020-08-03,2020-08-08,election_window
2020,2020-11-03,2020-08-03,2020-08-09,election_window
2020,2020-11-03,2020-08-03,2020-08-10,election_window
2020,2020-11-03,2020-08-03,2020-08-11,election_window
2020,2020-11-03,2020-08-03,2020-08-12,election_window
2020,2020-11-03,2020-08-03,2020-08-13,election_window
2020,2020-11-03,2020-08-03,2020-08-14,election_window
2020,2020-11-03,2020-08-03,2020-08-15,election_window
2020,2020-11-03,2020-08-03,2020-08-16,election_window
2020,2020-11-03,2020-08-03,2020-08-17,election_window
2020,2020-11-03,2020-08-03,2020-08-18,election_window
2020,2020-11-03,2020-08-03,2020-08-19,election_window
2020,2020-11-03,2020-08-03,2020-08-20,election_window
2020,2020-11-03,2020-08-03,2020-08-21,election_window
2020,2020-11-03,2020-08-03,2020-08-22,election_window
2020,2020-11-03,2020-08-03,2020-08-23,election_window
2020,2020-11-03,2020-08-03,2020-08-24,election_window
2020,2020-11-03,2020-08-03,2020-08-25,election_window
2020,2020-11-03,2020-08-03,2020-08-26,election_window
2020,2020-11-03,2020-08-03,2020-08-27,election_window
2020,2020-11-03,2020-08-03,2020-08-28,election_window
2020,2020-11-03,2020-08-03,2020-08-29,election_window
2020,2020-11-03,2020-08-03,2020-08-30,election_window
2020,2020-11-03,2020-08-03,2020-08-31,election_window
2020,2020-11-03,2020-08-03,2020-09-01,election_window
2020,2020-11-03,2020-08-03,2020-09-02,election_window
2020,2020-11-03,2020-08-03,2020-09-03,election_window
2020,2020-11-03,2020-08-03,2020-09-04,election_window
